Month,Day,Hour,AQI,Raw Conc.,Conc. Unit
3,29,8,173,127,UG/M3
3,29,9,208,217,UG/M3
3,29,10,191,109,UG/M3
3,29,11,179,85,UG/M3
3,29,12,184,130,UG/M3
3,29,13,184,-999,UG/M3
3,29,14,165,65,UG/M3
3,29,15,153,40,UG/M3
3,29,16,137,43,UG/M3
3,29,17,122,38,UG/M3
3,29,18,114,38,UG/M3
3,29,19,119,45,UG/M3
3,29,20,119,43,UG/M3
3,29,21,122,45,UG/M3
3,29,22,140,59,UG/M3
3,29,23,150,59,UG/M3
3,30,0,154,71,UG/M3
3,30,1,160,83,UG/M3
3,30,2,163,84,UG/M3
3,30,3,162,76,UG/M3
3,30,4,154,45,UG/M3
3,30,5,149,49,UG/M3
3,30,6,152,59,UG/M3
3,30,7,151,55,UG/M3
3,30,8,152,59,UG/M3
3,30,9,141,45,UG/M3
3,30,10,136,48,UG/M3
3,30,11,134,48,UG/M3
3,30,12,139,53,UG/M3
3,30,13,133,46,UG/M3
3,30,14,121,39,UG/M3
3,30,15,126,46,UG/M3
3,30,16,111,33,UG/M3
3,30,17,111,39,UG/M3
3,30,18,107,36,UG/M3
3,30,19,113,44,UG/M3
3,30,20,113,40,UG/M3
3,30,21,116,44,UG/M3
3,30,22,123,49,UG/M3
3,30,23,122,44,UG/M3
3,31,0,117,38,UG/M3
3,31,1,111,35,UG/M3
3,31,2,107,35,UG/M3
3,31,3,102,32,UG/M3
3,31,4,94,29,UG/M3
3,31,5,152,84,UG/M3
3,31,6,98,11,UG/M3
3,31,7,108,42,UG/M3
3,31,8,98,31,UG/M3
3,31,9,90,27,UG/M3
3,31,10,98,38,UG/M3
3,31,11,141,69,UG/M3
3,31,12,153,67,UG/M3
3,31,13,139,43,UG/M3
3,31,14,126,40,UG/M3
3,31,15,115,37,UG/M3
3,31,16,90,20,UG/M3
3,31,17,90,31,UG/M3
3,31,18,83,24,UG/M3
3,31,19,81,25,UG/M3
3,31,20,75,21,UG/M3
3,31,21,72,21,UG/M3
3,31,22,72,22,UG/M3
3,31,23,71,21,UG/M3
4,1,0,71,22,UG/M3
4,1,1,72,23,UG/M3
4,1,2,77,27,UG/M3
4,1,3,73,20,UG/M3
4,1,4,67,17,UG/M3
4,1,5,75,28,UG/M3
4,1,6,77,26,UG/M3
4,1,7,89,36,UG/M3
4,1,8,100,40,UG/M3
4,1,9,91,27,UG/M3
4,1,10,76,17,UG/M3
4,1,11,80,28,UG/M3
4,1,12,84,30,UG/M3
4,1,13,93,36,UG/M3
4,1,14,91,30,UG/M3
4,1,15,83,24,UG/M3
4,1,16,82,26,UG/M3
4,1,17,81,26,UG/M3
4,1,18,87,32,UG/M3
4,1,19,92,34,UG/M3
4,1,20,93,33,UG/M3
4,1,21,94,33,UG/M3
4,1,22,90,28,UG/M3
4,1,23,85,24,UG/M3
4,2,0,79,22,UG/M3
4,2,1,79,25,UG/M3
4,2,2,80,27,UG/M3
4,2,3,79,24,UG/M3
4,2,4,79,25,UG/M3
4,2,5,75,21,UG/M3
4,2,6,80,30,UG/M3
4,2,7,90,37,UG/M3
4,2,8,88,28,UG/M3
4,2,9,86,28,UG/M3
4,2,10,84,26,UG/M3
4,2,11,89,34,UG/M3
4,2,12,95,36,UG/M3
4,2,13,89,27,UG/M3
4,2,14,96,38,UG/M3
4,2,15,93,30,UG/M3
4,2,16,92,31,UG/M3
4,2,17,95,36,UG/M3
4,2,18,96,34,UG/M3
4,2,19,94,31,UG/M3
4,2,20,94,32,UG/M3
4,2,21,96,36,UG/M3
4,2,22,97,35,UG/M3
4,2,23,93,28,UG/M3
4,3,0,91,28,UG/M3
4,3,1,84,24,UG/M3
4,3,2,86,29,UG/M3
4,3,3,82,24,UG/M3
4,3,4,84,29,UG/M3
4,3,5,85,30,UG/M3
4,3,6,95,40,UG/M3
4,3,7,100,39,UG/M3
4,3,8,113,45,UG/M3
4,3,9,124,49,UG/M3
4,3,10,129,49,UG/M3
4,3,11,128,46,UG/M3
4,3,12,116,37,UG/M3
4,3,13,108,35,UG/M3
4,3,14,101,33,UG/M3
4,3,15,103,36,UG/M3
4,3,16,110,43,UG/M3
4,3,17,123,53,UG/M3
4,3,18,127,49,UG/M3
4,3,19,138,56,UG/M3
4,3,20,141,54,UG/M3
4,3,21,147,57,UG/M3
4,3,22,141,49,UG/M3
4,3,23,129,40,UG/M3
4,4,0,108,30,UG/M3
4,4,1,95,28,UG/M3
4,4,2,83,22,UG/M3
4,4,3,81,25,UG/M3
4,4,4,76,22,UG/M3
4,4,5,82,30,UG/M3
4,4,6,129,67,UG/M3
4,4,7,115,35,UG/M3
4,4,8,126,50,UG/M3
4,4,9,115,37,UG/M3
4,4,10,99,29,UG/M3
4,4,11,107,41,UG/M3
4,4,12,111,41,UG/M3
4,4,13,114,42,UG/M3
4,4,14,113,40,UG/M3
4,4,15,122,48,UG/M3
4,4,16,134,54,UG/M3
4,4,17,153,69,UG/M3
4,4,18,156,73,UG/M3
4,4,19,152,49,UG/M3
4,4,20,135,41,UG/M3
4,4,21,130,45,UG/M3
4,4,22,113,34,UG/M3
4,4,23,108,36,UG/M3
4,5,0,102,34,UG/M3
4,5,1,94,29,UG/M3
4,5,2,81,20,UG/M3
4,5,3,77,23,UG/M3
4,5,4,65,13,UG/M3
4,5,5,67,21,UG/M3
4,5,6,73,25,UG/M3
4,5,7,88,37,UG/M3
4,5,8,98,39,UG/M3
4,5,9,88,25,UG/M3
4,5,10,86,28,UG/M3
4,5,11,93,35,UG/M3
4,5,12,88,28,UG/M3
4,5,13,89,31,UG/M3
4,5,14,92,33,UG/M3
4,5,15,91,31,UG/M3
4,5,16,92,32,UG/M3
4,5,17,91,31,UG/M3
4,5,18,93,34,UG/M3
4,5,19,92,31,UG/M3
4,5,20,94,35,UG/M3
4,5,21,92,29,UG/M3
4,5,22,89,26,UG/M3
4,5,23,74,17,UG/M3
4,6,0,72,22,UG/M3
4,6,1,73,23,UG/M3
4,6,2,68,18,UG/M3
4,6,3,63,15,UG/M3
4,6,4,60,15,UG/M3
4,6,5,64,20,UG/M3
4,6,6,76,30,UG/M3
4,6,7,79,27,UG/M3
4,6,8,88,34,UG/M3
4,6,9,85,27,UG/M3
4,6,10,81,25,UG/M3
4,6,11,89,34,UG/M3
4,6,12,89,30,UG/M3
4,6,13,83,25,UG/M3
4,6,14,75,20,UG/M3
4,6,15,70,19,UG/M3
4,6,16,76,27,UG/M3
4,6,17,77,25,UG/M3
4,6,18,81,29,UG/M3
4,6,19,84,29,UG/M3
4,6,20,84,28,UG/M3
4,6,21,84,28,UG/M3
4,6,22,87,31,UG/M3
4,6,23,82,24,UG/M3
4,7,0,77,21,UG/M3
4,7,1,61,10,UG/M3
4,7,2,62,18,UG/M3
4,7,3,58,13,UG/M3
4,7,4,71,28,UG/M3
4,7,5,67,18,UG/M3
4,7,6,67,-999,UG/M3
4,7,7,-999,-999,UG/M3
4,7,8,-999,42,UG/M3
4,7,9,100,34,UG/M3
4,7,10,91,28,UG/M3
4,7,11,108,45,UG/M3
4,7,12,104,35,UG/M3
4,7,13,98,32,UG/M3
4,7,14,90,27,UG/M3
4,7,15,83,24,UG/M3
4,7,16,86,30,UG/M3
4,7,17,79,22,UG/M3
4,7,18,78,25,UG/M3
4,7,19,81,28,UG/M3
4,7,20,92,37,UG/M3
4,7,21,97,36,UG/M3
4,7,22,97,-999,UG/M3
4,7,23,-999,-999,UG/M3
4,8,0,-999,29,UG/M3
4,8,1,88,29,UG/M3
4,8,2,88,30,UG/M3
4,8,3,82,23,UG/M3
4,8,4,80,25,UG/M3
4,8,5,84,30,UG/M3
4,8,6,91,36,UG/M3
4,8,7,139,70,UG/M3
4,8,8,147,57,UG/M3
4,8,9,134,44,UG/M3
4,8,10,107,27,UG/M3
4,8,11,107,38,UG/M3
4,8,12,118,47,UG/M3
4,8,13,127,50,UG/M3
4,8,14,138,55,UG/M3
4,8,15,133,46,UG/M3
4,8,16,114,33,UG/M3
4,8,17,96,26,UG/M3
4,8,18,90,28,UG/M3
4,8,19,90,-999,UG/M3
4,8,20,99,37,UG/M3
4,8,21,112,44,UG/M3
4,8,22,112,-999,UG/M3
4,8,23,98,32,UG/M3
4,9,0,113,45,UG/M3
4,9,1,107,36,UG/M3
4,9,2,95,27,UG/M3
4,9,3,91,29,UG/M3
4,9,4,81,22,UG/M3
4,9,5,81,27,UG/M3
4,9,6,82,27,UG/M3
4,9,7,76,21,UG/M3
4,9,8,79,27,UG/M3
4,9,9,79,25,UG/M3
4,9,10,87,33,UG/M3
4,9,11,105,45,UG/M3
4,9,12,118,48,UG/M3
4,9,13,132,54,UG/M3
4,9,14,143,57,UG/M3
4,9,15,151,59,UG/M3
4,9,16,149,54,UG/M3
4,9,17,145,52,UG/M3
4,9,18,143,52,UG/M3
4,9,19,137,48,UG/M3
4,9,20,139,52,UG/M3
4,9,21,141,52,UG/M3
4,9,22,140,50,UG/M3
4,9,23,133,42,UG/M3
4,10,0,126,40,UG/M3
4,10,1,110,33,UG/M3
4,10,2,109,38,UG/M3
4,10,3,105,34,UG/M3
4,10,4,102,33,UG/M3
4,10,5,112,47,UG/M3
4,10,6,115,44,UG/M3
4,10,7,113,39,UG/M3
4,10,8,112,39,UG/M3
4,10,9,125,54,UG/M3
4,10,10,134,54,UG/M3
4,10,11,131,46,UG/M3
4,10,12,129,46,UG/M3
4,10,13,122,39,UG/M3
4,10,14,117,39,UG/M3
4,10,15,115,40,UG/M3
4,10,16,113,37,UG/M3
4,10,17,114,42,UG/M3
4,10,18,111,37,UG/M3
4,10,19,107,35,UG/M3
4,10,20,107,38,UG/M3
4,10,21,112,44,UG/M3
4,10,22,110,37,UG/M3
4,10,23,111,42,UG/M3
4,11,0,111,39,UG/M3
4,11,1,111,41,UG/M3
4,11,2,99,27,UG/M3
4,11,3,93,27,UG/M3
4,11,4,82,23,UG/M3
4,11,5,83,28,UG/M3
4,11,6,83,27,UG/M3
4,11,7,103,46,UG/M3
4,11,8,117,48,UG/M3
4,11,9,114,39,UG/M3
4,11,10,114,41,UG/M3
4,11,11,124,49,UG/M3
4,11,12,128,48,UG/M3
4,11,13,141,57,UG/M3
4,11,14,140,51,UG/M3
4,11,15,141,52,UG/M3
4,11,16,141,52,UG/M3
4,11,17,136,48,UG/M3
4,11,18,134,46,UG/M3
4,11,19,136,52,UG/M3
4,11,20,133,46,UG/M3
4,11,21,117,33,UG/M3
4,11,22,109,35,UG/M3
4,11,23,99,31,UG/M3
4,12,0,95,31,UG/M3
4,12,1,92,29,UG/M3
4,12,2,84,25,UG/M3
4,12,3,83,27,UG/M3
4,12,4,77,22,UG/M3
4,12,5,87,34,UG/M3
4,12,6,89,31,UG/M3
4,12,7,99,40,UG/M3
4,12,8,139,67,UG/M3
4,12,9,123,38,UG/M3
4,12,10,115,38,UG/M3
4,12,11,125,49,UG/M3
4,12,12,122,43,UG/M3
4,12,13,113,37,UG/M3
4,12,14,122,48,UG/M3
4,12,15,116,39,UG/M3
4,12,16,109,36,UG/M3
4,12,17,114,43,UG/M3
4,12,18,116,42,UG/M3
4,12,19,123,48,UG/M3
4,12,20,119,43,UG/M3
4,12,21,121,45,UG/M3
4,12,22,123,47,UG/M3
4,12,23,125,47,UG/M3
4,13,0,113,31,UG/M3
4,13,1,105,31,UG/M3
4,13,2,94,28,UG/M3
4,13,3,87,26,UG/M3
4,13,4,78,21,UG/M3
4,13,5,77,24,UG/M3
4,13,6,85,32,UG/M3
4,13,7,111,51,UG/M3
4,13,8,108,37,UG/M3
4,13,9,108,-999,UG/M3
4,13,10,108,-999,UG/M3
4,13,11,108,-999,UG/M3
4,13,12,108,-999,UG/M3
4,13,13,-999,-999,UG/M3
4,13,14,-999,-999,UG/M3
4,13,15,-999,-999,UG/M3
4,13,16,-999,-999,UG/M3
4,13,17,-999,35,UG/M3
4,13,18,103,37,UG/M3
4,13,19,102,35,UG/M3
4,13,20,104,40,UG/M3
4,13,21,103,34,UG/M3
4,13,22,106,41,UG/M3
4,13,23,104,34,UG/M3
4,14,0,95,27,UG/M3
4,14,1,91,28,UG/M3
4,14,2,91,31,UG/M3
4,14,3,95,36,UG/M3
4,14,4,97,37,UG/M3
4,14,5,121,53,UG/M3
4,14,6,138,57,UG/M3
4,14,7,152,66,UG/M3
4,14,8,154,66,UG/M3
4,14,9,160,85,UG/M3
4,14,10,158,64,UG/M3
4,14,11,157,66,UG/M3
4,14,12,153,50,UG/M3
4,14,13,142,46,UG/M3
4,14,14,115,30,UG/M3
4,14,15,107,35,UG/M3
4,14,16,103,35,UG/M3
4,14,17,103,36,UG/M3
4,14,18,121,51,UG/M3
4,14,19,120,43,UG/M3
4,14,20,123,46,UG/M3
4,14,21,126,47,UG/M3
4,14,22,127,46,UG/M3
4,14,23,118,38,UG/M3
4,15,0,109,34,UG/M3
4,15,1,98,29,UG/M3
4,15,2,97,33,UG/M3
4,15,3,93,30,UG/M3
4,15,4,88,27,UG/M3
4,15,5,86,28,UG/M3
4,15,6,107,49,UG/M3
4,15,7,133,58,UG/M3
4,15,8,154,74,UG/M3
4,15,9,152,53,UG/M3
4,15,10,115,25,UG/M3
4,15,11,108,36,UG/M3
4,15,12,103,34,UG/M3
4,15,13,99,34,UG/M3
4,15,14,99,35,UG/M3
4,15,15,97,33,UG/M3
4,15,16,103,39,UG/M3
4,15,17,108,40,UG/M3
4,15,18,108,-999,UG/M3
4,15,19,108,-999,UG/M3
4,15,20,108,-999,UG/M3
4,15,21,108,-999,UG/M3
4,15,22,-999,-999,UG/M3
4,15,23,-999,-999,UG/M3
4,16,0,-999,-999,UG/M3
4,16,1,-999,-999,UG/M3
4,16,2,-999,-999,UG/M3
4,16,3,-999,-999,UG/M3
4,16,4,-999,-999,UG/M3
4,16,5,-999,-999,UG/M3
4,16,6,-999,-999,UG/M3
4,16,7,-999,-999,UG/M3
4,16,8,-999,-999,UG/M3
4,16,9,-999,-999,UG/M3
4,16,10,-999,-999,UG/M3
4,16,11,-999,-999,UG/M3
4,16,12,-999,-999,UG/M3
4,16,13,-999,-999,UG/M3
4,16,14,-999,-999,UG/M3
4,16,15,-999,-999,UG/M3
4,16,16,-999,-999,UG/M3
4,16,17,-999,-999,UG/M3
4,16,18,-999,-999,UG/M3
4,16,19,-999,-999,UG/M3
4,16,20,-999,-999,UG/M3
4,16,21,-999,-999,UG/M3
4,16,22,-999,-999,UG/M3
4,16,23,-999,-999,UG/M3
4,17,0,-999,-999,UG/M3
4,17,1,-999,-999,UG/M3
4,17,2,-999,-999,UG/M3
4,17,3,-999,-999,UG/M3
4,17,4,-999,-999,UG/M3
4,17,5,-999,-999,UG/M3
4,17,6,-999,-999,UG/M3
4,17,7,-999,-999,UG/M3
4,17,8,-999,-999,UG/M3
4,17,9,-999,-999,UG/M3
4,17,10,-999,-999,UG/M3
4,17,11,-999,-999,UG/M3
4,17,12,-999,-999,UG/M3
4,17,13,-999,-999,UG/M3
4,17,14,-999,-999,UG/M3
4,17,15,-999,-999,UG/M3
4,17,16,-999,-999,UG/M3
4,17,17,-999,-999,UG/M3
4,17,18,-999,-999,UG/M3
4,17,19,-999,-999,UG/M3
4,17,20,-999,-999,UG/M3
4,17,21,-999,-999,UG/M3
4,17,22,-999,-999,UG/M3
4,17,23,-999,-999,UG/M3
4,18,0,-999,-999,UG/M3
4,18,1,-999,-999,UG/M3
4,18,2,-999,-999,UG/M3
4,18,3,-999,-999,UG/M3
4,18,4,-999,-999,UG/M3
4,18,5,-999,-999,UG/M3
4,18,6,-999,-999,UG/M3
4,18,7,-999,-999,UG/M3
4,18,8,-999,-999,UG/M3
4,18,9,-999,23,UG/M3
4,18,10,93,38,UG/M3
4,18,11,93,32,UG/M3
4,18,12,97,36,UG/M3
4,18,13,94,31,UG/M3
4,18,14,93,31,UG/M3
4,18,15,95,35,UG/M3
4,18,16,98,36,UG/M3
4,18,17,101,38,UG/M3
4,18,18,113,45,UG/M3
4,18,19,123,48,UG/M3
4,18,20,126,47,UG/M3
4,18,21,117,39,UG/M3
4,18,22,111,35,UG/M3
4,18,23,117,46,UG/M3
4,19,0,110,34,UG/M3
4,19,1,101,30,UG/M3
4,19,2,95,29,UG/M3
4,19,3,84,24,UG/M3
4,19,4,85,29,UG/M3
4,19,5,81,25,UG/M3
4,19,6,90,35,UG/M3
4,19,7,105,44,UG/M3
4,19,8,114,45,UG/M3
4,19,9,107,35,UG/M3
4,19,10,114,44,UG/M3
4,19,11,104,32,UG/M3
4,19,12,98,32,UG/M3
4,19,13,96,32,UG/M3
4,19,14,99,37,UG/M3
4,19,15,102,37,UG/M3
4,19,16,99,34,UG/M3
4,19,17,106,43,UG/M3
4,19,18,115,48,UG/M3
4,19,19,120,47,UG/M3
4,19,20,121,45,UG/M3
4,19,21,120,42,UG/M3
4,19,22,120,44,UG/M3
4,19,23,114,35,UG/M3
4,20,0,101,29,UG/M3
4,20,1,96,30,UG/M3
4,20,2,93,30,UG/M3
4,20,3,94,33,UG/M3
4,20,4,95,34,UG/M3
4,20,5,98,37,UG/M3
4,20,6,107,44,UG/M3
4,20,7,114,46,UG/M3
4,20,8,123,49,UG/M3
4,20,9,143,59,UG/M3
4,20,10,138,49,UG/M3
4,20,11,125,40,UG/M3
4,20,12,141,58,UG/M3
4,20,13,152,63,UG/M3
4,20,14,154,66,UG/M3
4,20,15,157,73,UG/M3
4,20,16,157,69,UG/M3
4,20,17,158,70,UG/M3
4,20,18,159,75,UG/M3
4,20,19,158,64,UG/M3
4,20,20,156,62,UG/M3
4,20,21,155,62,UG/M3
4,20,22,155,62,UG/M3
4,20,23,155,60,UG/M3
4,21,0,152,49,UG/M3
4,21,1,138,43,UG/M3
4,21,2,121,38,UG/M3
4,21,3,111,36,UG/M3
4,21,4,109,38,UG/M3
4,21,5,103,34,UG/M3
4,21,6,112,44,UG/M3
4,21,7,105,34,UG/M3
4,21,8,108,40,UG/M3
4,21,9,107,37,UG/M3
4,21,10,151,75,UG/M3
4,21,11,126,35,UG/M3
4,21,12,124,44,UG/M3
4,21,13,118,40,UG/M3
4,21,14,117,42,UG/M3
4,21,15,118,43,UG/M3
4,21,16,118,42,UG/M3
4,21,17,117,42,UG/M3
4,21,18,106,33,UG/M3
4,21,19,94,28,UG/M3
4,21,20,90,29,UG/M3
4,21,21,88,29,UG/M3
4,21,22,85,25,UG/M3
4,21,23,74,19,UG/M3
4,22,0,68,17,UG/M3
4,22,1,68,20,UG/M3
4,22,2,67,19,UG/M3
4,22,3,63,16,UG/M3
4,22,4,62,17,UG/M3
4,22,5,64,19,UG/M3
4,22,6,75,30,UG/M3
4,22,7,77,25,UG/M3
4,22,8,74,22,UG/M3
4,22,9,75,24,UG/M3
4,22,10,70,18,UG/M3
4,22,11,76,28,UG/M3
4,22,12,78,26,UG/M3
4,22,13,77,24,UG/M3
4,22,14,73,20,UG/M3
4,22,15,73,-999,UG/M3
4,22,16,71,21,UG/M3
4,22,17,72,23,UG/M3
4,22,18,83,33,UG/M3
4,22,19,83,27,UG/M3
4,22,20,83,27,UG/M3
4,22,21,77,22,UG/M3
4,22,22,78,25,UG/M3
4,22,23,74,20,UG/M3
4,23,0,73,22,UG/M3
4,23,1,72,22,UG/M3
4,23,2,76,27,UG/M3
4,23,3,76,24,UG/M3
4,23,4,75,23,UG/M3
4,23,5,73,21,UG/M3
4,23,6,72,20,UG/M3
4,23,7,157,113,UG/M3
4,23,8,169,112,UG/M3
4,23,9,169,-15,UG/M3
4,23,10,-999,-15,UG/M3
4,23,11,-999,10,UG/M3
4,23,12,68,17,UG/M3
4,23,13,75,26,UG/M3
4,23,14,73,22,UG/M3
4,23,15,74,23,UG/M3
4,23,16,78,27,UG/M3
4,23,17,77,24,UG/M3
4,23,18,81,28,UG/M3
4,23,19,81,27,UG/M3
4,23,20,82,27,UG/M3
4,23,21,76,21,UG/M3
4,23,22,81,29,UG/M3
4,23,23,78,23,UG/M3
4,24,0,79,27,UG/M3
4,24,1,78,23,UG/M3
4,24,2,78,25,UG/M3
4,24,3,78,25,UG/M3
4,24,4,79,26,UG/M3
4,24,5,77,23,UG/M3
4,24,6,75,21,UG/M3
4,24,7,74,22,UG/M3
4,24,8,75,25,UG/M3
4,24,9,76,25,UG/M3
4,24,10,75,23,UG/M3
4,24,11,77,27,UG/M3
4,24,12,81,30,UG/M3
4,24,13,85,32,UG/M3
4,24,14,83,25,UG/M3
4,24,15,85,31,UG/M3
4,24,16,89,33,UG/M3
4,24,17,87,28,UG/M3
4,24,18,88,30,UG/M3
4,24,19,86,27,UG/M3
4,24,20,85,28,UG/M3
4,24,21,87,30,UG/M3
4,24,22,88,32,UG/M3
4,24,23,88,26,UG/M3
4,25,0,-999,26,UG/M3
4,25,1,-999,26,UG/M3
4,25,2,-999,26,UG/M3
4,25,3,-999,24,UG/M3
4,25,4,83,28,UG/M3
4,25,5,83,28,UG/M3
4,25,6,96,41,UG/M3
4,25,7,116,48,UG/M3
4,25,8,119,44,UG/M3
4,25,9,109,35,UG/M3
4,25,10,97,29,UG/M3
4,25,11,97,34,UG/M3
4,25,12,93,30,UG/M3
4,25,13,93,32,UG/M3
4,25,14,82,22,UG/M3
4,25,15,80,25,UG/M3
4,25,16,83,29,UG/M3
4,25,17,85,29,UG/M3
4,25,18,84,27,UG/M3
4,25,19,87,31,UG/M3
4,25,20,85,27,UG/M3
4,25,21,84,27,UG/M3
4,25,22,84,28,UG/M3
4,25,23,88,33,UG/M3
4,26,0,87,29,UG/M3
4,26,1,83,24,UG/M3
4,26,2,84,-999,UG/M3
4,26,3,84,-999,UG/M3
4,26,4,84,-999,UG/M3
4,26,5,84,-999,UG/M3
4,26,6,-999,-999,UG/M3
4,26,7,-999,-999,UG/M3
4,26,8,-999,-999,UG/M3
4,26,9,-999,-999,UG/M3
4,26,10,-999,-999,UG/M3
4,26,11,-999,-999,UG/M3
4,26,12,-999,-999,UG/M3
4,26,13,-999,-999,UG/M3
4,26,14,-999,-999,UG/M3
4,26,15,-999,-999,UG/M3
4,26,16,-999,-999,UG/M3
4,26,17,-999,-999,UG/M3
4,26,18,-999,-999,UG/M3
4,26,19,-999,-999,UG/M3
4,26,20,-999,-999,UG/M3
4,26,21,-999,-999,UG/M3
4,26,22,-999,-999,UG/M3
4,26,23,-999,-999,UG/M3
4,27,0,-999,-999,UG/M3
4,27,1,-999,-999,UG/M3
4,27,2,-999,-999,UG/M3
4,27,3,-999,-999,UG/M3
4,27,4,-999,-999,UG/M3
4,27,5,-999,-999,UG/M3
4,27,6,-999,-999,UG/M3
4,27,7,-999,-999,UG/M3
4,27,8,-999,-999,UG/M3
4,27,9,-999,-999,UG/M3
4,27,10,-999,-999,UG/M3
4,27,11,-999,-999,UG/M3
4,27,12,-999,-999,UG/M3
4,27,13,-999,-999,UG/M3
4,27,14,-999,-999,UG/M3
4,27,15,-999,-999,UG/M3
4,27,16,-999,-999,UG/M3
4,27,17,-999,-999,UG/M3
4,27,18,-999,-999,UG/M3
4,27,19,-999,-999,UG/M3
4,27,20,-999,-999,UG/M3
4,27,21,-999,-999,UG/M3
4,27,22,-999,-999,UG/M3
4,27,23,-999,-999,UG/M3
4,28,0,-999,-999,UG/M3
4,28,1,-999,-999,UG/M3
4,28,2,-999,-999,UG/M3
4,28,3,-999,-999,UG/M3
4,28,4,-999,-999,UG/M3
4,28,5,-999,-999,UG/M3
4,28,6,-999,-999,UG/M3
4,28,7,-999,-999,UG/M3
4,28,8,-999,-999,UG/M3
4,28,9,-999,-999,UG/M3
4,28,10,-999,-999,UG/M3
4,28,11,-999,-999,UG/M3
4,28,12,-999,-999,UG/M3
4,28,13,-999,-999,UG/M3
4,28,14,-999,-999,UG/M3
4,28,15,-999,-999,UG/M3
4,28,16,-999,-999,UG/M3
4,28,17,-999,-999,UG/M3
4,28,18,-999,-999,UG/M3
4,28,19,-999,-999,UG/M3
4,28,20,-999,-999,UG/M3
4,28,21,-999,-999,UG/M3
4,28,22,-999,-999,UG/M3
4,28,23,-999,-999,UG/M3
4,29,0,-999,-999,UG/M3
4,29,1,-999,-999,UG/M3
4,29,2,-999,-999,UG/M3
4,29,3,-999,-999,UG/M3
4,29,4,-999,-999,UG/M3
4,29,5,-999,-999,UG/M3
4,29,6,-999,-999,UG/M3
4,29,7,-999,-999,UG/M3
4,29,8,-999,-999,UG/M3
4,29,9,-999,-999,UG/M3
4,29,10,-999,-999,UG/M3
4,29,11,-999,-999,UG/M3
4,29,12,-999,-999,UG/M3
4,29,13,-999,27,UG/M3
4,29,14,91,34,UG/M3
4,29,15,76,18,UG/M3
4,29,16,73,21,UG/M3
4,29,17,75,25,UG/M3
4,29,18,80,28,UG/M3
4,29,19,76,22,UG/M3
4,29,20,72,20,UG/M3
4,29,21,75,25,UG/M3
4,29,22,88,36,UG/M3
4,29,23,84,26,UG/M3
4,30,0,73,17,UG/M3
4,30,1,71,21,UG/M3
4,30,2,72,23,UG/M3
4,30,3,70,20,UG/M3
4,30,4,60,12,UG/M3
4,30,5,77,33,UG/M3
4,30,6,85,32,UG/M3
4,30,7,85,28,UG/M3
4,30,8,85,28,UG/M3
4,30,9,75,19,UG/M3
4,30,10,79,27,UG/M3
4,30,11,94,40,UG/M3
4,30,12,103,40,UG/M3
4,30,13,98,33,UG/M3
4,30,14,93,30,UG/M3
4,30,15,90,29,UG/M3
4,30,16,90,31,UG/M3
4,30,17,80,21,UG/M3
4,30,18,80,26,UG/M3
4,30,19,80,26,UG/M3
4,30,20,83,29,UG/M3
4,30,21,82,26,UG/M3
4,30,22,82,27,UG/M3
4,30,23,82,27,UG/M3
5,1,0,74,18,UG/M3
5,1,1,61,11,UG/M3
5,1,2,60,16,UG/M3
5,1,3,51,8,UG/M3
5,1,4,48,11,UG/M3
5,1,5,43,9,UG/M3
5,1,6,56,19,UG/M3
5,1,7,71,29,UG/M3
5,1,8,64,15,UG/M3
5,1,9,77,31,UG/M3
5,1,10,80,27,UG/M3
5,1,11,89,35,UG/M3
5,1,12,110,48,UG/M3
5,1,13,109,38,UG/M3
5,1,14,92,25,UG/M3
5,1,15,74,14,UG/M3
5,1,16,74,23,UG/M3
5,1,17,71,20,UG/M3
5,1,18,72,23,UG/M3
5,1,19,71,21,UG/M3
5,1,20,78,28,UG/M3
5,1,21,81,28,UG/M3
5,1,22,72,18,UG/M3
5,1,23,67,17,UG/M3
5,2,0,73,26,UG/M3
5,2,1,74,23,UG/M3
5,2,2,66,16,UG/M3
5,2,3,62,15,UG/M3
5,2,4,62,17,UG/M3
5,2,5,75,30,UG/M3
5,2,6,73,22,UG/M3
5,2,7,77,26,UG/M3
5,2,8,74,22,UG/M3
5,2,9,63,13,UG/M3
5,2,10,53,8,UG/M3
5,2,11,58,18,UG/M3
5,2,12,55,13,UG/M3
5,2,13,57,16,UG/M3
5,2,14,77,34,UG/M3
5,2,15,67,15,UG/M3
5,2,16,61,14,UG/M3
5,2,17,66,22,UG/M3
5,2,18,61,14,UG/M3
5,2,19,65,21,UG/M3
5,2,20,71,24,UG/M3
5,2,21,71,22,UG/M3
5,2,22,70,21,UG/M3
5,2,23,62,13,UG/M3
5,3,0,62,18,UG/M3
5,3,1,61,16,UG/M3
5,3,2,61,17,UG/M3
5,3,3,56,12,UG/M3
5,3,4,68,26,UG/M3
5,3,5,76,28,UG/M3
5,3,6,78,26,UG/M3
5,3,7,87,33,UG/M3
5,3,8,103,44,UG/M3
5,3,9,88,23,UG/M3
5,3,10,80,22,UG/M3
5,3,11,87,33,UG/M3
5,3,12,90,32,UG/M3
5,3,13,84,25,UG/M3
5,3,14,80,24,UG/M3
5,3,15,61,8,UG/M3
5,3,16,64,20,UG/M3
5,3,17,63,17,UG/M3
5,3,18,64,19,UG/M3
5,3,19,72,26,UG/M3
5,3,20,69,19,UG/M3
