Month,Day,Hour,AQI,Raw Conc.,Conc. Unit
1,1,1,266,265,UG/M3
1,1,2,240,164,UG/M3
1,1,3,225,160,UG/M3
1,1,4,209,142,UG/M3
1,1,5,211,163,UG/M3
1,1,6,197,128,UG/M3
1,1,7,184,96,UG/M3
1,1,8,174,80,UG/M3
1,1,9,174,101,UG/M3
1,1,10,172,93,UG/M3
1,1,11,166,74,UG/M3
1,1,12,162,68,UG/M3
1,1,13,156,55,UG/M3
1,1,14,164,96,UG/M3
1,1,15,162,73,UG/M3
1,1,16,161,72,UG/M3
1,1,17,157,59,UG/M3
1,1,18,155,60,UG/M3
1,1,19,154,60,UG/M3
1,1,20,157,72,UG/M3
1,1,21,160,83,UG/M3
1,1,22,175,131,UG/M3
1,1,23,192,166,UG/M3
Avg,,,181.4347826,,
,,,,,
1,2,0,239,243,UG/M3
1,2,1,235,181,UG/M3
1,2,2,210,135,UG/M3
1,2,3,199,138,UG/M3
1,2,4,199,148,UG/M3
1,2,5,193,126,UG/M3
1,2,6,192,132,UG/M3
1,2,7,185,109,UG/M3
1,2,8,183,113,UG/M3
1,2,9,184,122,UG/M3
1,2,10,176,90,UG/M3
1,2,11,172,86,UG/M3
1,2,12,162,57,UG/M3
1,2,13,165,90,UG/M3
1,2,14,170,100,UG/M3
1,2,15,165,73,UG/M3
1,2,16,159,59,UG/M3
1,2,17,141,33,UG/M3
1,2,18,134,46,UG/M3
1,2,19,152,67,UG/M3
1,2,20,167,117,UG/M3
1,2,21,171,101,UG/M3
1,2,22,178,123,UG/M3
1,2,23,198,186,UG/M3
Avg,,,180.375,,
,,,,,
1,3,0,209,170,UG/M3
1,3,1,259,259,UG/M3
1,3,2,270,231,UG/M3
1,3,3,248,177,UG/M3
1,3,4,234,170,UG/M3
1,3,5,215,146,UG/M3
1,3,6,197,124,UG/M3
1,3,7,193,129,UG/M3
1,3,8,197,153,UG/M3
1,3,9,222,199,UG/M3
1,3,10,235,197,UG/M3
1,3,11,232,180,UG/M3
1,3,12,212,142,UG/M3
1,3,13,188,91,UG/M3
1,3,14,171,63,UG/M3
1,3,15,161,56,UG/M3
1,3,16,157,60,UG/M3
1,3,17,155,60,UG/M3
1,3,18,155,62,UG/M3
1,3,19,159,81,UG/M3
1,3,20,169,107,UG/M3
1,3,21,180,132,UG/M3
1,3,22,183,126,UG/M3
1,3,23,184,119,UG/M3
Avg,,,199.375,,
,,,,,
1,4,0,186,127,UG/M3
1,4,1,190,140,UG/M3
1,4,2,203,173,UG/M3
1,4,3,218,184,UG/M3
1,4,4,219,170,UG/M3
1,4,5,229,189,UG/M3
1,4,6,228,176,UG/M3
1,4,7,215,149,UG/M3
1,4,8,204,134,UG/M3
1,4,9,197,132,UG/M3
1,4,10,194,125,UG/M3
1,4,11,184,103,UG/M3
1,4,12,179,99,UG/M3
1,4,13,173,87,UG/M3
1,4,14,165,68,UG/M3
1,4,15,167,90,UG/M3
1,4,16,163,71,UG/M3
1,4,17,163,-999,UG/M3
1,4,18,163,80,UG/M3
1,4,19,164,83,UG/M3
1,4,20,169,99,UG/M3
1,4,21,173,106,UG/M3
1,4,22,175,110,UG/M3
1,4,23,177,111,UG/M3
Avg,,,187.4166667,,
,,,,,
1,5,0,190,155,UG/M3
1,5,1,190,-999,UG/M3
1,5,2,244,225,UG/M3
1,5,3,221,154,UG/M3
1,5,4,197,122,UG/M3
1,5,5,194,132,UG/M3
1,5,6,189,120,UG/M3
1,5,7,189,130,UG/M3
1,5,8,190,131,UG/M3
1,5,9,192,138,UG/M3
1,5,10,195,148,UG/M3
1,5,11,187,110,UG/M3
1,5,12,177,85,UG/M3
1,5,13,178,109,UG/M3
1,5,14,174,89,UG/M3
1,5,15,168,78,UG/M3
1,5,16,169,92,UG/M3
1,5,17,173,106,UG/M3
1,5,18,170,86,UG/M3
1,5,19,169,89,UG/M3
1,5,20,174,112,UG/M3
1,5,21,178,115,UG/M3
1,5,22,190,156,UG/M3
1,5,23,209,185,UG/M3
Avg,,,187.7916667,,
,,,,,
1,6,0,219,179,UG/M3
1,6,1,218,167,UG/M3
1,6,2,220,172,UG/M3
1,6,3,211,152,UG/M3
1,6,4,208,155,UG/M3
1,6,5,242,225,UG/M3
1,6,6,241,191,UG/M3
1,6,7,239,186,UG/M3
1,6,8,254,220,UG/M3
1,6,9,282,271,UG/M3
1,6,10,249,156,UG/M3
1,6,11,217,136,UG/M3
1,6,12,192,105,UG/M3
1,6,13,179,85,UG/M3
1,6,14,184,128,UG/M3
1,6,15,181,107,UG/M3
1,6,16,172,79,UG/M3
1,6,17,167,78,UG/M3
1,6,18,166,82,UG/M3
1,6,19,173,111,UG/M3
1,6,20,178,118,UG/M3
1,6,21,192,163,UG/M3
1,6,22,232,228,UG/M3
1,6,23,267,252,UG/M3
Avg,,,211.7916667,,
,,,,,
1,7,0,264,212,UG/M3
1,7,1,278,243,UG/M3
1,7,2,305,281,UG/M3
1,7,3,305,-999,UG/M3
1,7,4,340,308,UG/M3
1,7,5,321,256,UG/M3
1,7,6,286,206,UG/M3
1,7,7,265,196,UG/M3
1,7,8,266,215,UG/M3
1,7,9,281,247,UG/M3
1,7,10,291,259,UG/M3
1,7,11,268,183,UG/M3
1,7,12,231,148,UG/M3
1,7,13,223,164,UG/M3
1,7,14,219,164,UG/M3
1,7,15,209,149,UG/M3
1,7,16,193,117,UG/M3
1,7,17,184,101,UG/M3
1,7,18,179,99,UG/M3
1,7,19,181,119,UG/M3
1,7,20,181,115,UG/M3
1,7,21,186,134,UG/M3
1,7,22,195,161,UG/M3
1,7,23,205,174,UG/M3
Avg,,,244,,
,,,,,
1,8,0,223,189,UG/M3
1,8,1,238,203,UG/M3
1,8,2,241,194,UG/M3
1,8,3,237,183,UG/M3
1,8,4,215,143,UG/M3
1,8,5,228,190,UG/M3
1,8,6,222,164,UG/M3
1,8,7,239,211,UG/M3
1,8,8,245,209,UG/M3
1,8,9,263,239,UG/M3
1,8,10,264,-999,UG/M3
1,8,11,200,115,UG/M3
1,8,12,193,127,UG/M3
1,8,13,186,113,UG/M3
1,8,14,185,120,UG/M3
1,8,15,181,106,UG/M3
1,8,16,177,100,UG/M3
1,8,17,172,86,UG/M3
1,8,18,172,97,UG/M3
1,8,19,179,124,UG/M3
1,8,20,190,152,UG/M3
1,8,21,195,157,UG/M3
1,8,22,197,149,UG/M3
1,8,23,206,166,UG/M3
Avg,,,210.3333333,,
,,,,,
1,9,0,223,190,UG/M3
1,9,1,234,195,UG/M3
1,9,2,235,185,UG/M3
1,9,3,230,176,UG/M3
1,9,4,226,171,UG/M3
1,9,5,216,156,UG/M3
1,9,6,203,125,UG/M3
1,9,7,199,143,UG/M3
1,9,8,208,173,UG/M3
1,9,9,204,146,UG/M3
1,9,10,212,175,UG/M3
1,9,11,214,167,UG/M3
1,9,12,188,89,UG/M3
1,9,13,173,69,UG/M3
1,9,14,167,76,UG/M3
1,9,15,167,-999,UG/M3
1,9,16,158,60,UG/M3
1,9,17,155,59,UG/M3
1,9,18,152,54,UG/M3
1,9,19,153,59,UG/M3
1,9,20,153,-999,UG/M3
1,9,21,167,99,UG/M3
1,9,22,173,108,UG/M3
1,9,23,186,144,UG/M3
Avg,,,191.5,,
,,,,,
1,10,0,177,89,UG/M3
1,10,1,177,-999,UG/M3
1,10,2,184,125,UG/M3
1,10,3,188,133,UG/M3
1,10,4,189,131,UG/M3
1,10,5,187,122,UG/M3
1,10,6,189,133,UG/M3
1,10,7,189,132,UG/M3
1,10,8,189,129,UG/M3
1,10,9,191,137,UG/M3
1,10,10,189,122,UG/M3
1,10,11,184,104,UG/M3
1,10,12,174,77,UG/M3
1,10,13,163,62,UG/M3
1,10,14,161,69,UG/M3
1,10,15,162,80,UG/M3
1,10,16,169,105,UG/M3
1,10,17,167,81,UG/M3
1,10,18,165,80,UG/M3
1,10,19,165,-999,UG/M3
1,10,20,173,107,UG/M3
1,10,21,179,117,UG/M3
1,10,22,184,129,UG/M3
1,10,23,189,138,UG/M3
Avg,,,178.5,,
,,,,,
1,11,0,195,153,UG/M3
1,11,1,206,169,UG/M3
1,11,2,218,180,UG/M3
1,11,3,239,210,UG/M3
1,11,4,247,205,UG/M3
1,11,5,244,191,UG/M3
1,11,6,221,146,UG/M3
1,11,7,201,131,UG/M3
1,11,8,205,156,UG/M3
1,11,9,198,130,UG/M3
1,11,10,194,129,UG/M3
1,11,11,185,106,UG/M3
1,11,12,180,101,UG/M3
1,11,13,169,71,UG/M3
1,11,14,179,127,UG/M3
1,11,15,183,127,UG/M3
1,11,16,186,129,UG/M3
1,11,17,184,117,UG/M3
1,11,18,177,92,UG/M3
1,11,19,172,88,UG/M3
1,11,20,173,99,UG/M3
1,11,21,181,133,UG/M3
1,11,22,187,137,UG/M3
1,11,23,184,113,UG/M3
Avg,,,196.1666667,,
,,,,,
1,12,0,188,137,UG/M3
1,12,1,197,164,UG/M3
1,12,2,207,169,UG/M3
1,12,3,194,121,UG/M3
1,12,4,187,111,UG/M3
1,12,5,181,102,UG/M3
1,12,6,178,101,UG/M3
1,12,7,178,106,UG/M3
1,12,8,191,169,UG/M3
1,12,9,191,-999,UG/M3
1,12,10,198,158,UG/M3
1,12,11,187,102,UG/M3
1,12,12,177,90,UG/M3
1,12,13,174,95,UG/M3
1,12,14,175,102,UG/M3
1,12,15,174,98,UG/M3
1,12,16,168,78,UG/M3
1,12,17,168,90,UG/M3
1,12,18,168,87,UG/M3
1,12,19,170,95,UG/M3
1,12,20,174,110,UG/M3
1,12,21,171,89,UG/M3
1,12,22,169,80,UG/M3
1,12,23,167,81,UG/M3
Avg,,,180.5,,
,,,,,
1,13,0,166,78,UG/M3
1,13,1,166,85,UG/M3
1,13,2,164,72,UG/M3
1,13,3,163,75,UG/M3
1,13,4,160,66,UG/M3
1,13,5,159,67,UG/M3
1,13,6,157,64,UG/M3
1,13,7,159,78,UG/M3
1,13,8,161,79,UG/M3
1,13,9,185,166,UG/M3
1,13,10,189,139,UG/M3
1,13,11,189,127,UG/M3
1,13,12,183,106,UG/M3
1,13,13,183,119,UG/M3
1,13,14,179,100,UG/M3
1,13,15,171,81,UG/M3
1,13,16,167,78,UG/M3
1,13,17,165,80,UG/M3
1,13,18,165,82,UG/M3
1,13,19,169,99,UG/M3
1,13,20,177,120,UG/M3
1,13,21,188,151,UG/M3
1,13,22,198,163,UG/M3
1,13,23,212,178,UG/M3
Avg,,,173.9583333,,
,,,,,
1,14,0,238,213,UG/M3
1,14,1,255,223,UG/M3
1,14,2,271,238,UG/M3
1,14,3,286,251,UG/M3
1,14,4,303,268,UG/M3
1,14,5,269,186,UG/M3
1,14,6,254,189,UG/M3
1,14,7,261,219,UG/M3
1,14,8,283,260,UG/M3
1,14,9,295,266,UG/M3
1,14,10,247,140,UG/M3
1,14,11,247,-999,UG/M3
1,14,12,182,75,UG/M3
1,14,13,-999,-999,UG/M3
1,14,14,-999,-999,UG/M3
1,14,15,-999,44,UG/M3
1,14,16,134,45,UG/M3
1,14,17,141,54,UG/M3
1,14,18,145,55,UG/M3
1,14,19,153,66,UG/M3
1,14,20,153,59,UG/M3
1,14,21,155,67,UG/M3
1,14,22,155,67,UG/M3
1,14,23,156,67,UG/M3
Avg,,,218.2380952,,
,,,,,
1,15,0,162,87,UG/M3
1,15,1,161,74,UG/M3
1,15,2,163,82,UG/M3
1,15,3,164,85,UG/M3
1,15,4,161,65,UG/M3
1,15,5,164,89,UG/M3
1,15,6,162,72,UG/M3
1,15,7,172,117,UG/M3
1,15,8,183,140,UG/M3
1,15,9,193,156,UG/M3
1,15,10,190,125,UG/M3
1,15,11,172,63,UG/M3
1,15,12,165,68,UG/M3
1,15,13,159,60,UG/M3
1,15,14,156,59,UG/M3
1,15,15,152,51,UG/M3
1,15,16,152,57,UG/M3
1,15,17,157,76,UG/M3
1,15,18,159,77,UG/M3
1,15,19,158,66,UG/M3
1,15,20,157,64,UG/M3
1,15,21,155,60,UG/M3
1,15,22,158,77,UG/M3
1,15,23,161,85,UG/M3
Avg,,,164,,
,,,,,
1,16,0,165,92,UG/M3
1,16,1,171,105,UG/M3
1,16,2,182,138,UG/M3
1,16,3,197,172,UG/M3
1,16,4,193,129,UG/M3
1,16,5,184,101,UG/M3
1,16,6,172,73,UG/M3
1,16,7,164,64,UG/M3
1,16,8,160,67,UG/M3
1,16,9,163,83,UG/M3
1,16,10,159,65,UG/M3
1,16,11,155,53,UG/M3
1,16,12,142,42,UG/M3
1,16,13,127,40,UG/M3
1,16,14,119,40,UG/M3
1,16,15,114,39,UG/M3
1,16,16,119,45,UG/M3
1,16,17,124,47,UG/M3
1,16,18,116,38,UG/M3
1,16,19,116,42,UG/M3
1,16,20,129,52,UG/M3
1,16,21,132,51,UG/M3
1,16,22,145,62,UG/M3
1,16,23,151,60,UG/M3
Avg,,,149.9583333,,
,,,,,
1,17,0,161,91,UG/M3
1,17,1,174,127,UG/M3
1,17,2,176,106,UG/M3
1,17,3,174,98,UG/M3
1,17,4,179,119,UG/M3
1,17,5,178,106,UG/M3
1,17,6,179,110,UG/M3
1,17,7,177,102,UG/M3
1,17,8,181,122,UG/M3
1,17,9,186,133,UG/M3
1,17,10,184,114,UG/M3
1,17,11,167,56,UG/M3
1,17,12,155,41,UG/M3
1,17,13,152,50,UG/M3
1,17,14,131,38,UG/M3
1,17,15,114,34,UG/M3
1,17,16,107,35,UG/M3
1,17,17,102,34,UG/M3
1,17,18,103,37,UG/M3
1,17,19,110,42,UG/M3
1,17,20,122,49,UG/M3
1,17,21,134,54,UG/M3
1,17,22,153,71,UG/M3
1,17,23,159,83,UG/M3
Avg,,,152.4166667,,
,,,,,
1,18,0,164,90,UG/M3
1,18,1,168,98,UG/M3
1,18,2,174,112,UG/M3
1,18,3,183,133,UG/M3
1,18,4,186,128,UG/M3
1,18,5,186,125,UG/M3
1,18,6,206,187,UG/M3
1,18,7,200,144,UG/M3
1,18,8,204,158,UG/M3
1,18,9,211,167,UG/M3
1,18,10,198,134,UG/M3
1,18,11,188,106,UG/M3
1,18,12,178,90,UG/M3
1,18,13,174,92,UG/M3
1,18,14,169,81,UG/M3
1,18,15,167,84,UG/M3
1,18,16,166,82,UG/M3
1,18,17,161,66,UG/M3
1,18,18,155,52,UG/M3
1,18,19,149,46,UG/M3
1,18,20,135,44,UG/M3
1,18,21,152,66,UG/M3
1,18,22,163,98,UG/M3
1,18,23,162,76,UG/M3
Avg,,,174.9583333,,
,,,,,
1,19,0,162,75,UG/M3
1,19,1,166,92,UG/M3
1,19,2,176,124,UG/M3
1,19,3,185,137,UG/M3
1,19,4,187,129,UG/M3
1,19,5,184,113,UG/M3
1,19,6,187,133,UG/M3
1,19,7,190,138,UG/M3
1,19,8,198,161,UG/M3
1,19,9,214,181,UG/M3
1,19,10,207,149,UG/M3
1,19,11,183,78,UG/M3
1,19,12,165,49,UG/M3
1,19,13,147,25,UG/M3
1,19,14,103,19,UG/M3
1,19,15,87,22,UG/M3
1,19,16,85,27,UG/M3
1,19,17,84,28,UG/M3
1,19,18,79,23,UG/M3
1,19,19,83,29,UG/M3
1,19,20,93,37,UG/M3
1,19,21,94,33,UG/M3
1,19,22,106,43,UG/M3
1,19,23,120,49,UG/M3
Avg,,,145.2083333,,
,,,,,
1,20,0,158,96,UG/M3
1,20,1,167,103,UG/M3
1,20,2,167,87,UG/M3
1,20,3,164,76,UG/M3
1,20,4,162,73,UG/M3
1,20,5,168,101,UG/M3
1,20,6,170,95,UG/M3
1,20,7,182,138,UG/M3
1,20,8,186,132,UG/M3
1,20,9,194,155,UG/M3
1,20,10,183,94,UG/M3
1,20,11,171,70,UG/M3
1,20,12,161,57,UG/M3
1,20,13,152,40,UG/M3
1,20,14,111,22,UG/M3
1,20,15,109,38,UG/M3
1,20,16,138,62,UG/M3
1,20,17,150,60,UG/M3
1,20,18,154,66,UG/M3
1,20,19,156,69,UG/M3
1,20,20,164,97,UG/M3
1,20,21,172,111,UG/M3
1,20,22,181,130,UG/M3
1,20,23,186,132,UG/M3
Avg,,,162.75,,
,,,,,
1,21,0,188,130,UG/M3
1,21,1,186,121,UG/M3
1,21,2,190,139,UG/M3
1,21,3,176,75,UG/M3
1,21,4,164,58,UG/M3
1,21,5,157,52,UG/M3
1,21,6,151,46,UG/M3
1,21,7,153,64,UG/M3
1,21,8,156,71,UG/M3
1,21,9,160,82,UG/M3
1,21,10,160,72,UG/M3
1,21,11,159,69,UG/M3
1,21,12,155,56,UG/M3
1,21,13,155,-999,UG/M3
1,21,14,155,-999,UG/M3
1,21,15,155,-999,UG/M3
1,21,16,155,-999,UG/M3
1,21,17,-999,-999,UG/M3
1,21,18,-999,-999,UG/M3
1,21,19,-999,-999,UG/M3
1,21,20,-999,67,UG/M3
1,21,21,164,91,UG/M3
1,21,22,168,96,UG/M3
1,21,23,169,92,UG/M3
Avg,,,163.8,,
,,,,,
1,22,0,167,80,UG/M3
1,22,1,166,84,UG/M3
1,22,2,161,58,UG/M3
1,22,3,149,39,UG/M3
1,22,4,131,40,UG/M3
1,22,5,131,48,UG/M3
1,22,6,155,79,UG/M3
1,22,7,152,52,UG/M3
1,22,8,155,70,UG/M3
1,22,9,158,73,UG/M3
1,22,10,156,63,UG/M3
1,22,11,159,77,UG/M3
1,22,12,159,-999,UG/M3
1,22,13,154,55,UG/M3
1,22,14,141,45,UG/M3
1,22,15,123,38,UG/M3
1,22,16,130,50,UG/M3
1,22,17,123,42,UG/M3
1,22,18,139,57,UG/M3
1,22,19,155,77,UG/M3
1,22,20,159,78,UG/M3
1,22,21,162,82,UG/M3
1,22,22,163,81,UG/M3
1,22,23,159,65,UG/M3
Avg,,,150.2916667,,
,,,,,
1,23,0,163,87,UG/M3
1,23,1,180,144,UG/M3
1,23,2,191,156,UG/M3
1,23,3,185,110,UG/M3
1,23,4,180,102,UG/M3
1,23,5,174,88,UG/M3
1,23,6,175,104,UG/M3
1,23,7,170,84,UG/M3
1,23,8,167,81,UG/M3
1,23,9,163,70,UG/M3
1,23,10,162,75,UG/M3
1,23,11,163,81,UG/M3
1,23,12,162,74,UG/M3
1,23,13,157,58,UG/M3
1,23,14,155,58,UG/M3
1,23,15,141,41,UG/M3
1,23,16,149,58,UG/M3
1,23,17,151,58,UG/M3
1,23,18,147,52,UG/M3
1,23,19,153,66,UG/M3
1,23,20,159,83,UG/M3
1,23,21,160,75,UG/M3
1,23,22,168,102,UG/M3
1,23,23,173,109,UG/M3
Avg,,,164.5,,
,,,,,
1,24,0,189,160,UG/M3
1,24,1,186,116,UG/M3
1,24,2,191,143,UG/M3
1,24,3,198,162,UG/M3
1,24,4,193,127,UG/M3
1,24,5,183,96,UG/M3
1,24,6,180,106,UG/M3
1,24,7,184,129,UG/M3
1,24,8,180,102,UG/M3
1,24,9,180,109,UG/M3
1,24,10,174,89,UG/M3
1,24,11,168,76,UG/M3
1,24,12,166,82,UG/M3
1,24,13,164,75,UG/M3
1,24,14,162,74,UG/M3
1,24,15,161,70,UG/M3
1,24,16,161,75,UG/M3
1,24,17,160,71,UG/M3
1,24,18,158,66,UG/M3
1,24,19,160,79,UG/M3
1,24,20,161,76,UG/M3
1,24,21,161,74,UG/M3
1,24,22,163,89,UG/M3
1,24,23,167,101,UG/M3
Avg,,,172.9166667,,
,,,,,
1,25,0,180,132,UG/M3
1,25,1,191,155,UG/M3
1,25,2,193,141,UG/M3
1,25,3,193,136,UG/M3
1,25,4,189,122,UG/M3
1,25,5,212,193,UG/M3
1,25,6,238,214,UG/M3
1,25,7,246,204,UG/M3
1,25,8,334,372,UG/M3
1,25,9,320,256,UG/M3
1,25,10,274,178,UG/M3
1,25,11,256,189,UG/M3
1,25,12,234,162,UG/M3
1,25,13,192,85,UG/M3
1,25,14,169,45,UG/M3
1,25,15,156,39,UG/M3
1,25,16,137,36,UG/M3
1,25,17,127,42,UG/M3
1,25,18,143,59,UG/M3
1,25,19,146,55,UG/M3
1,25,20,145,53,UG/M3
1,25,21,136,46,UG/M3
1,25,22,136,-999,UG/M3
1,25,23,155,70,UG/M3
Avg,,,195.9166667,,
,,,,,
1,26,0,160,81,UG/M3
1,26,1,222,257,UG/M3
1,26,2,218,165,UG/M3
1,26,3,196,120,UG/M3
1,26,4,195,138,UG/M3
1,26,5,206,171,UG/M3
1,26,6,223,189,UG/M3
1,26,7,257,241,UG/M3
1,26,8,202,97,UG/M3
1,26,9,183,85,UG/M3
1,26,10,173,76,UG/M3
1,26,11,180,126,UG/M3
1,26,12,170,72,UG/M3
1,26,13,157,41,UG/M3
1,26,14,146,41,UG/M3
1,26,15,125,37,UG/M3
1,26,16,110,33,UG/M3
1,26,17,97,29,UG/M3
1,26,18,101,37,UG/M3
1,26,19,106,40,UG/M3
1,26,20,141,66,UG/M3
1,26,21,154,71,UG/M3
1,26,22,154,-999,UG/M3
1,26,23,175,121,UG/M3
Avg,,,168.7916667,,
,,,,,
1,27,0,184,134,UG/M3
1,27,1,193,153,UG/M3
1,27,2,187,115,UG/M3
1,27,3,183,111,UG/M3
1,27,4,177,95,UG/M3
1,27,5,169,75,UG/M3
1,27,6,170,95,UG/M3
1,27,7,178,122,UG/M3
1,27,8,190,153,UG/M3
1,27,9,191,135,UG/M3
1,27,10,214,194,UG/M3
1,27,11,194,115,UG/M3
1,27,12,178,78,UG/M3
1,27,13,167,66,UG/M3
1,27,14,163,69,UG/M3
1,27,15,155,50,UG/M3
1,27,16,154,57,UG/M3
1,27,17,148,49,UG/M3
1,27,18,137,46,UG/M3
1,27,19,152,66,UG/M3
1,27,20,161,90,UG/M3
1,27,21,169,105,UG/M3
1,27,22,174,111,UG/M3
1,27,23,182,131,UG/M3
Avg,,,173.75,,
,,,,,
1,28,0,183,121,UG/M3
1,28,1,200,182,UG/M3
1,28,2,219,187,UG/M3
1,28,3,240,211,UG/M3
1,28,4,239,187,UG/M3
1,28,5,237,185,UG/M3
1,28,6,239,192,UG/M3
1,28,7,239,188,UG/M3
1,28,8,253,217,UG/M3
1,28,9,268,234,UG/M3
1,28,10,268,218,UG/M3
1,28,11,278,238,UG/M3
1,28,12,209,89,UG/M3
1,28,13,195,123,UG/M3
1,28,14,203,164,UG/M3
1,28,15,202,151,UG/M3
1,28,16,184,88,UG/M3
1,28,17,173,78,UG/M3
1,28,18,166,70,UG/M3
1,28,19,167,87,UG/M3
1,28,20,174,116,UG/M3
1,28,21,191,166,UG/M3
1,28,22,209,183,UG/M3
1,28,23,241,223,UG/M3
Avg,,,215.7083333,,
,,,,,
1,29,0,252,214,UG/M3
1,29,1,267,233,UG/M3
1,29,2,283,248,UG/M3
1,29,3,284,236,UG/M3
1,29,4,281,229,UG/M3
1,29,5,270,209,UG/M3
1,29,6,250,179,UG/M3
1,29,7,242,185,UG/M3
1,29,8,252,204,UG/M3
1,29,9,264,242,UG/M3
1,29,10,266,221,UG/M3
1,29,11,213,105,UG/M3
1,29,12,188,93,UG/M3
1,29,13,187,124,UG/M3
1,29,14,185,116,UG/M3
1,29,15,180,104,UG/M3
1,29,16,174,86,UG/M3
1,29,17,166,71,UG/M3
1,29,18,160,61,UG/M3
1,29,19,156,59,UG/M3
1,29,20,155,61,UG/M3
1,29,21,160,84,UG/M3
1,29,22,171,114,UG/M3
1,29,23,186,151,UG/M3
Avg,,,216.3333333,,
,,,,,
1,30,0,199,174,UG/M3
1,30,1,210,170,UG/M3
1,30,2,194,117,UG/M3
1,30,3,182,95,UG/M3
1,30,4,176,90,UG/M3
1,30,5,169,78,UG/M3
1,30,6,210,228,UG/M3
1,30,7,205,150,UG/M3
1,30,8,202,148,UG/M3
1,30,9,210,168,UG/M3
1,30,10,206,152,UG/M3
1,30,11,198,136,UG/M3
1,30,12,190,115,UG/M3
1,30,13,186,116,UG/M3
1,30,14,186,124,UG/M3
1,30,15,184,114,UG/M3
1,30,16,180,106,UG/M3
1,30,17,184,128,UG/M3
1,30,18,189,143,UG/M3
1,30,19,189,132,UG/M3
1,30,20,192,145,UG/M3
1,30,21,193,145,UG/M3
1,30,22,192,132,UG/M3
1,30,23,193,143,UG/M3
Avg,,,192.4583333,,
,,,,,
1,31,0,192,127,UG/M3
1,31,1,188,107,UG/M3
1,31,2,186,113,UG/M3
1,31,3,183,103,UG/M3
1,31,4,177,91,UG/M3
1,31,5,168,76,UG/M3
1,31,6,168,86,UG/M3
1,31,7,171,101,UG/M3
1,31,8,195,187,UG/M3
1,31,9,208,175,UG/M3
1,31,10,200,143,UG/M3
1,31,11,195,130,UG/M3
1,31,12,194,136,UG/M3
1,31,13,187,112,UG/M3
1,31,14,177,85,UG/M3
1,31,15,167,69,UG/M3
1,31,16,159,57,UG/M3
1,31,17,162,83,UG/M3
1,31,18,161,72,UG/M3
1,31,19,161,74,UG/M3
1,31,20,166,96,UG/M3
1,31,21,171,104,UG/M3
1,31,22,175,108,UG/M3
1,31,23,184,136,UG/M3
Avg,,,178.9583333,,
,,,,,
2,1,0,193,157,UG/M3
2,1,1,208,178,UG/M3
2,1,2,222,185,UG/M3
2,1,3,204,136,UG/M3
2,1,4,180,68,UG/M3
2,1,5,166,59,UG/M3
2,1,6,161,63,UG/M3
2,1,7,162,81,UG/M3
2,1,8,208,238,UG/M3
2,1,9,264,270,UG/M3
2,1,10,242,170,UG/M3
2,1,11,216,140,UG/M3
2,1,12,203,139,UG/M3
2,1,13,194,124,UG/M3
2,1,14,185,104,UG/M3
2,1,15,176,88,UG/M3
2,1,16,170,80,UG/M3
2,1,17,165,74,UG/M3
2,1,18,164,77,UG/M3
2,1,19,169,100,UG/M3
2,1,20,176,116,UG/M3
2,1,21,181,124,UG/M3
2,1,22,180,111,UG/M3
2,1,23,180,113,UG/M3
Avg,,,190.375,,
,,,,,
2,2,0,180,113,UG/M3
2,2,1,183,126,UG/M3
2,2,2,190,143,UG/M3
2,2,3,185,112,UG/M3
2,2,4,181,105,UG/M3
2,2,5,170,72,UG/M3
2,2,6,167,79,UG/M3
2,2,7,162,69,UG/M3
2,2,8,161,74,UG/M3
2,2,9,173,121,UG/M3
2,2,10,184,139,UG/M3
2,2,11,189,140,UG/M3
2,2,12,176,80,UG/M3
2,2,13,174,94,UG/M3
2,2,14,169,81,UG/M3
2,2,15,163,67,UG/M3
2,2,16,157,57,UG/M3
2,2,17,156,64,UG/M3
2,2,18,156,63,UG/M3
2,2,19,161,85,UG/M3
2,2,20,169,108,UG/M3
2,2,21,182,141,UG/M3
2,2,22,190,145,UG/M3
2,2,23,194,149,UG/M3
Avg,,,173.8333333,,
,,,,,
2,3,0,197,148,UG/M3
2,3,1,197,145,UG/M3
2,3,2,198,149,UG/M3
2,3,3,199,152,UG/M3
2,3,4,199,146,UG/M3
2,3,5,199,151,UG/M3
2,3,6,213,177,UG/M3
2,3,7,257,250,UG/M3
2,3,8,270,247,UG/M3
2,3,9,273,229,UG/M3
2,3,10,252,173,UG/M3
2,3,11,206,110,UG/M3
2,3,12,186,90,UG/M3
2,3,13,174,78,UG/M3
2,3,14,165,66,UG/M3
2,3,15,161,67,UG/M3
2,3,16,158,64,UG/M3
2,3,17,155,56,UG/M3
2,3,18,152,53,UG/M3
2,3,19,152,59,UG/M3
2,3,20,155,68,UG/M3
2,3,21,160,84,UG/M3
2,3,22,162,81,UG/M3
2,3,23,161,72,UG/M3
Avg,,,191.7083333,,
,,,,,
2,4,0,165,95,UG/M3
2,4,1,171,104,UG/M3
2,4,2,176,113,UG/M3
2,4,3,176,104,UG/M3
2,4,4,172,89,UG/M3
2,4,5,175,108,UG/M3
2,4,6,200,198,UG/M3
2,4,7,225,199,UG/M3
2,4,8,234,194,UG/M3
2,4,9,220,156,UG/M3
2,4,10,208,145,UG/M3
2,4,11,195,123,UG/M3
2,4,12,183,94,UG/M3
2,4,13,181,109,UG/M3
2,4,14,178,102,UG/M3
